Código UFCD;UFCD;Carga Horária UFCD;Componente;Código Área de Formação;Designação Área de Formação;Código Qualificação;Qualificação;Nível QNQ;Nível QEQ
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;521;Metalurgia e Metalomecânica;521261;Técnico/a de Produção Aeronáutica - Processos Especiais;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;521;Metalurgia e Metalomecânica;521262;Técnico/a de Produção Aeronáutica - Maquinação CNC;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;521;Metalurgia e Metalomecânica;521263;Técnico/a de Produção Aeronáutica - Produção e Transformação de Compósitos;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;521;Metalurgia e Metalomecânica;521318;Técnico/a de Projeto Aeronáutico;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;521;Metalurgia e Metalomecânica;521323;Técnico/a de Soldadura;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;521;Metalurgia e Metalomecânica;521329;Técnico/a de Fabrico de Componentes de Construção Metálica;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;521;Metalurgia e Metalomecânica;521336;Técnico/a de Fabrico e Manutenção de Cunhos e Cortantes;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;521;Metalurgia e Metalomecânica;521338;Técnico/a de Produção e Montagem de Moldes;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;521;Metalurgia e Metalomecânica;521364;Técnico/a de Produção Aeronáutica - Qualidade e Controlo Industrial;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;522;Eletricidade e Energia;522060;Eletricista de Instalações;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;522;Eletricidade e Energia;522061;Eletromecânico/a de Eletrodomésticos;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;522;Eletricidade e Energia;522237;Técnico/a de Eletrotecnia;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;522;Eletricidade e Energia;522238;Técnico/a de Instalações Elétricas;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;522;Eletricidade e Energia;522348;Técnico/a Instalador/a de Sistemas Térmicos de Energias Renováveis;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;522;Eletricidade e Energia;522382;Técnico/a Supervisor/a de Redes e Aparelhos a Gás;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;523;Eletrónica e Automação;523077;Técnico/a de Eletrónica e Telecomunicações;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;523;Eletrónica e Automação;523079;Técnico/a de Eletrónica, Áudio, Vídeo e TV;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;523;Eletrónica e Automação;523080;Técnico/a de Eletrónica, Automação e Computadores;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;523;Eletrónica e Automação;523267;Técnico/a de Mecatrónica;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;523;Eletrónica e Automação;523268;Técnico/a de Eletrónica, Automação e Comando;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;523;Eletrónica e Automação;523269;Técnico/a de Eletrónica, Automação e Instrumentação;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;523;Eletrónica e Automação;523270;Técnico/a de Eletrónica Médica;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;523;Eletrónica e Automação;523358;Técnico/a de Relojoaria;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;524;Tecnologia dos Processos Químicos;524082;Técnico/a de Análise Laboratorial;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;525;Construção e Reparação de Veículos a Motor;525089;Técnico/a de Mecatrónica Automóvel;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;525;Construção e Reparação de Veículos a Motor;525260;Técnico/a de Produção Aeronáutica - Montagem de Estruturas;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;525;Construção e Reparação de Veículos a Motor;525383;Técnico/a de Mecatrónica de Motociclos;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;541;Indústrias Alimentares;541097;Técnico/a de Controlo de Qualidade Alimentar;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;541;Indústrias Alimentares;541099;Pasteleiro/a - Padeiro/a;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;541;Indústrias Alimentares;541354;Técnico/a de Indústrias Alimentares;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542107;Técnico/a de Design de Moda;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542108;Técnico/a de Enobrecimento Têxtil;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542109;Técnico/a de Tecelagem;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542112;Operador/a de Tecelagem;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542115;Modelista de Vestuário;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542120;Técnico/a de Gestão da Produção de Calçado e de Marroquinaria;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542122;Técnico/a de Manutenção de Máquinas de Calçado e de Marroquinaria;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542266;Alfaiate;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542317;Técnico/a de Modelação de Calçado;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543128;Técnico/a de Desenho de Mobiliário e Construções em Madeira;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543130;Pintor/a / Decorador/a;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543134;Técnico/a de Modelação Cerâmica;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543135;Operador/a de Cerâmica;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543216;Operador/a de Transformação de Cortiça;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543217;Operador/a de Granulação e Aglomeração de Cortiça;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543218;Técnico/a de Gestão da Produção da Indústria da Cortiça;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543326;Técnico/a de Gestão da Produção em Madeira e Mobiliário;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543332;Técnico/a de Preparação de Cortiça;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543333;Técnico/a Industrial de Rolhas de Cortiça;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;544;Indústrias Extrativas;544139;Operador/a de Salinas Tradicionais;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;582;Construção Civil e Engenharia Civil;582143;Pintor/a de Construção Civil;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;582;Construção Civil e Engenharia Civil;582148;Canalizador/a;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;582;Construção Civil e Engenharia Civil;582324;Condutor/a/Manobrador/a de Equipamentos de Elevação;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;621;Produção Agrícola e Animal;621155;Operador/a de Máquinas Agrícolas;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;621;Produção Agrícola e Animal;621157;Tratador/a / Desbastador/a de Equinos;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;621;Produção Agrícola e Animal;621248;Operador/a Apícola;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;621;Produção Agrícola e Animal;621277;Operador/a Agrícola;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;621;Produção Agrícola e Animal;621283;Operador/a de Pecuária;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;621;Produção Agrícola e Animal;621312;Técnico/a de Produção Agropecuária;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;621;Produção Agrícola e Animal;621313;Técnico/a Vitivinícola;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;621;Produção Agrícola e Animal;621330;Técnico/a de Gestão Equina;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;621;Produção Agrícola e Animal;621369;Técnico/a Apícola;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;622;Floricultura e Jardinagem;622161;Operador/a de Jardinagem;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;622;Floricultura e Jardinagem;622162;Operador/a de Manutenção em Campos de Golfe (Golf Keeper);2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;622;Floricultura e Jardinagem;622163;Técnico/a de Jardinagem e Espaços Verdes;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;623;Silvicultura e Caça;623164;Operador/a Florestal;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;623;Silvicultura e Caça;623211;Motosserrista;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;623;Silvicultura e Caça;623239;Sapador/a Florestal;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;623;Silvicultura e Caça;623314;Técnico/a de Máquinas Florestais;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;624;Pescas;624169;Operador/a Aquícola;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;624;Pescas;624220;Técnico/a de Aquicultura;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;725;Tecnologias de Diagnóstico e Terapêutica;725209;Técnico/a de Ótica Ocular;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;727;Ciências Farmacêuticas;727366;Técnico/a Auxiliar de Farmácia;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;761;Serviços de Apoio a Crianças e Jovens;761175;Técnico/a de Ação Educativa;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;761;Serviços de Apoio a Crianças e Jovens;761337;Técnico/a de Juventude;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;761;Serviços de Apoio a Crianças e Jovens;761361;Cuidador/a de Crianças e Jovens;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;762;Trabalho Social e Orientação;762176;Animador/a Sociocultural;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;762;Trabalho Social e Orientação;762319;Técnico/a de Apoio Familiar e de Apoio à Comunidade;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;762;Trabalho Social e Orientação;762335;Técnico/a de Geriatria;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;762;Trabalho Social e Orientação;762374;Técnico/a de Apoio Psicossocial;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;811;Hotelaria e Restauração;811177;Cozinheiro/a;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;811;Hotelaria e Restauração;811180;Empregado/a de Andares;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;811;Hotelaria e Restauração;811181;Operador/a de Manutenção Hoteleira;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;811;Hotelaria e Restauração;811183;Técnico/a de Cozinha/Pastelaria;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;811;Hotelaria e Restauração;811184;Técnico/a de Restaurante/Bar;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;811;Hotelaria e Restauração;811311;Empregado/a de Restaurante/Bar;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;811;Hotelaria e Restauração;811347;Técnico/a de Pastelaria/Padaria;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;811;Hotelaria e Restauração;811378;Técnico/a de Manutenção - Hotelaria;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;812;Turismo e Lazer;812186;Acompanhante de Turismo Equestre;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;812;Turismo e Lazer;812187;Técnico/a de Agências de Viagens e Transportes;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;812;Turismo e Lazer;812188;Técnico/a de Turismo Ambiental e Rural;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;813;Desporto;813189;Técnico/a de Apoio à Gestão Desportiva;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;813;Desporto;813353;Técnico/a de Desporto;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;815;Cuidados de Beleza;815198;Esteticista;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;815;Cuidados de Beleza;815342;Assistente de Cuidados de Beleza;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;815;Cuidados de Beleza;815343;Técnico/a de Massagem de Estética e Bem-Estar;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;815;Cuidados de Beleza;815367;Assistente de Cabeleireiro/a;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;815;Cuidados de Beleza;815368;Cabeleireiro/a;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;840;Serviços de Transporte;840252;Técnico/a de Gestão de Transportes;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;840;Serviços de Transporte;840278;Maquinista Marítimo/a;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;840;Serviços de Transporte;840279;Marinheiro/a;2;2
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;840;Serviços de Transporte;840341;Técnico/a de Tráfego de Assistência em Escala;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;840;Serviços de Transporte;840381;Técnico/a de Condução de Veículos de Transporte Rodoviário;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;840;Serviços de Transporte;840386;Técnico/a de Manutenção e Operação Ferroviária;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;850;Proteção do Ambiente - Programas Transversais;850357;Técnico/a de Gestão do Ambiente;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;861;Proteção de Pessoas e Bens;861264;Técnico/a de Proteção Civil;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;861;Proteção de Pessoas e Bens;861363;Bombeiro/a;4;4
7855;Plano de negócio – criação de pequenos e médios negócios;50;Tecnológica;862;Segurança e Higiene no Trabalho;862208;Técnico/a de Segurança no Trabalho;4;4
7856;Estação de tratamento de águas residuais– operações complexas;50;Tecnológica;850;Proteção do Ambiente - Programas Transversais;850322;Técnico/a de Sistemas de Tratamento de Águas;4;4
7857;Sistemas de tratamento de resíduos sólidos - funcionamento e controlo - N;50;Tecnológica;850;Proteção do Ambiente - Programas Transversais;850321;Operador/a de Sistemas de Gestão de Resíduos Sólidos;2;2
7858;Atividade física de aplicação militar;50;Formação Geral e Científica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7859;Orgânica militar – componente aérea;25;Formação Geral e Científica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7860;Direito militar – conceitos básicos;25;Formação Geral e Científica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7861;Instalações de distribuição e drenagem de água;25;Tecnológica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7862;Topografia e cartografia;50;Tecnológica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7863;Edificações;50;Tecnológica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7864;Desenho de construção;50;Tecnológica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7865;Técnicas de levantamento de infraestruturas;50;Tecnológica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7866;Patologias das edificações e técnicas de reabilitação;50;Tecnológica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7867;Técnicas oficinais de construção;50;Tecnológica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7868;Intervenções de reabilitação – planeamento e programação;25;Tecnológica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7869;Legislação de empreitadas e cadernos de encargos;25;Tecnológica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7870;Instalações de ventilação;25;Tecnológica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7871;Instalações de aquecimento;25;Tecnológica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7872;Instalações de arrefecimento;25;Tecnológica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7873;Introdução à qualidade do ar interior;25;Tecnológica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7874;Eficiência energética;50;Tecnológica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7875;Instalações mecânicas especiais;25;Tecnológica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7876;Manutenção de infraestruturas;25;Tecnológica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7877;Aproveitamento dos recursos naturais;25;Tecnológica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7878;Reabilitação energética e conservação de infraestruturas – especificações, projeto e planeamento;50;Tecnológica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7879;Reabilitação energética e conservação de infraestruturas – atividades de construção;50;Tecnológica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7880;Reabilitação energética e conservação de infraestruturas – instalação e apresentação;25;Tecnológica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7881;Pavimentos e aeródromos;25;Tecnológica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7882;Estruturas metálicas;25;Tecnológica;582;Construção Civil e Engenharia Civil;582304;Técnico/a Especialista em Reabilitação Energética e Conservação de Infraestruturas - Edificações;5;5
7883;Fundamentos de Geometria descritiva;25;Formação Geral e Científica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
7884;Inovação e empreendedorismo;25;Formação Geral e Científica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
7885;História das artes do fogo;25;Formação Geral e Científica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
7886;Projeto de design de produtos em cerâmica e vidro;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
7887;Tecnologia do processo cerâmico - produção industrial;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
7888;Materiais para a cerâmica em laboratório- preparação;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
7889;Conformação à lastra e rolo;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
7890;Técnicas e processos de vidração;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
7891;Muflas e curvas térmicas para kiln working;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
7892;Moldes para Kiln working;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
7893;Conformação por enchimento via líquida e plástica;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
7894;Técnicas de acabamento e decoração do vidro;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
7895;Kiln Working - fundamentos;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
7896;Características e comportamento do vidro nas técnicas de kiln working;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
7897;Kiln working – processos técnicos;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
7898;Kiln working – projetos;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
7899;Técnica do maçarico;25;Tecnológica;215;Artesanato;215019;Técnico/a de Vidro Artístico;4;4
7899;Técnica do maçarico;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
7900;Atelier de projeto de cerâmica criativa – produção artesanal;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
7901;Atelier de projeto de cerâmica criativa – produção em pequena série;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
7902;Teoria e história do design;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
7903;Conceção de Web sites;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
7904;CAD 2D e 3D;50;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
7905;Tendências e comportamentos de consumo;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
7906;Reciclagem, reaproveitamento e incorporação de resíduos na cerâmica e no vidro;25;Tecnológica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543305;Técnico/a Especialista em Ofícios de Arte - Cerâmica e Vidro;5;5
8000;Português e técnicas de comunicação empresarial;25;Formação Geral e Científica;341;Comércio;341306;Técnico/a Especialista em Comércio Internacional;5;5
8001;Língua espanhola no quotidiano;25;Formação Geral e Científica;341;Comércio;341306;Técnico/a Especialista em Comércio Internacional;5;5
